site_name,requested_latitude,requested_longitude,grid_latitude,grid_longitude,grid_elevation_m,source_timezone,source_file,timestamp_local,timestamp_utc,date_local,hour_local,uv_index,pm2_5,pm10
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T03:00:00+1000,2026-08-26T17:00:00+0000,2026-08-27,3,0.0,13.5,17.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T04:00:00+1000,2026-08-26T18:00:00+0000,2026-08-27,4,0.0,13.2,17.5
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T05:00:00+1000,2026-08-26T19:00:00+0000,2026-08-27,5,0.0,13.0,17.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T06:00:00+1000,2026-08-26T20:00:00+0000,2026-08-27,6,0.0,13.4,17.5
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T07:00:00+1000,2026-08-26T21:00:00+0000,2026-08-27,7,0.05,16.2,19.8
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T08:00:00+1000,2026-08-26T22:00:00+0000,2026-08-27,8,0.35,20.4,22.5
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T09:00:00+1000,2026-08-26T23:00:00+0000,2026-08-27,9,1.1,15.4,18.1
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T10:00:00+1000,2026-08-27T00:00:00+0000,2026-08-27,10,2.15,10.3,14.5
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T11:00:00+1000,2026-08-27T01:00:00+0000,2026-08-27,11,2.65,9.5,13.8
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T12:00:00+1000,2026-08-27T02:00:00+0000,2026-08-27,12,3.25,9.2,13.4
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T13:00:00+1000,2026-08-27T03:00:00+0000,2026-08-27,13,3.3,9.6,13.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T14:00:00+1000,2026-08-27T04:00:00+0000,2026-08-27,14,2.6,9.9,13.9
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T15:00:00+1000,2026-08-27T05:00:00+0000,2026-08-27,15,1.5,10.1,14.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T16:00:00+1000,2026-08-27T06:00:00+0000,2026-08-27,16,0.6,9.9,13.9
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T17:00:00+1000,2026-08-27T07:00:00+0000,2026-08-27,17,0.15,11.4,15.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T18:00:00+1000,2026-08-27T08:00:00+0000,2026-08-27,18,0.0,15.5,19.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T19:00:00+1000,2026-08-27T09:00:00+0000,2026-08-27,19,0.0,19.1,22.8
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T20:00:00+1000,2026-08-27T10:00:00+0000,2026-08-27,20,0.0,22.3,25.8
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T21:00:00+1000,2026-08-27T11:00:00+0000,2026-08-27,21,0.0,25.4,28.8
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T22:00:00+1000,2026-08-27T12:00:00+0000,2026-08-27,22,0.0,26.4,29.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T23:00:00+1000,2026-08-27T13:00:00+0000,2026-08-27,23,0.0,23.2,25.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T00:00:00+1000,2026-08-27T14:00:00+0000,2026-08-28,0,0.0,19.4,21.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T01:00:00+1000,2026-08-27T15:00:00+0000,2026-08-28,1,0.0,16.6,18.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T02:00:00+1000,2026-08-27T16:00:00+0000,2026-08-28,2,0.0,13.8,15.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T03:00:00+1000,2026-08-27T17:00:00+0000,2026-08-28,3,0.0,11.1,12.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T04:00:00+1000,2026-08-27T18:00:00+0000,2026-08-28,4,0.0,8.7,9.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T05:00:00+1000,2026-08-27T19:00:00+0000,2026-08-28,5,0.0,7.4,8.6
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T06:00:00+1000,2026-08-27T20:00:00+0000,2026-08-28,6,0.0,6.6,8.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T07:00:00+1000,2026-08-27T21:00:00+0000,2026-08-28,7,0.0,7.2,8.5
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T08:00:00+1000,2026-08-27T22:00:00+0000,2026-08-28,8,0.1,8.5,10.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T09:00:00+1000,2026-08-27T23:00:00+0000,2026-08-28,9,0.35,10.3,11.9
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T10:00:00+1000,2026-08-28T00:00:00+0000,2026-08-28,10,0.85,8.8,10.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T11:00:00+1000,2026-08-28T01:00:00+0000,2026-08-28,11,1.8,7.7,9.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T12:00:00+1000,2026-08-28T02:00:00+0000,2026-08-28,12,2.65,5.8,7.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T13:00:00+1000,2026-08-28T03:00:00+0000,2026-08-28,13,3.1,6.0,8.6
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T14:00:00+1000,2026-08-28T04:00:00+0000,2026-08-28,14,2.5,7.4,11.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T15:00:00+1000,2026-08-28T05:00:00+0000,2026-08-28,15,1.55,8.7,13.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T16:00:00+1000,2026-08-28T06:00:00+0000,2026-08-28,16,0.65,10.0,15.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T17:00:00+1000,2026-08-28T07:00:00+0000,2026-08-28,17,0.15,11.0,17.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T18:00:00+1000,2026-08-28T08:00:00+0000,2026-08-28,18,0.0,13.9,20.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T19:00:00+1000,2026-08-28T09:00:00+0000,2026-08-28,19,0.0,17.2,23.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T20:00:00+1000,2026-08-28T10:00:00+0000,2026-08-28,20,0.0,20.1,27.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T21:00:00+1000,2026-08-28T11:00:00+0000,2026-08-28,21,0.0,21.8,28.8
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T22:00:00+1000,2026-08-28T12:00:00+0000,2026-08-28,22,0.0,22.8,29.9
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-28T23:00:00+1000,2026-08-28T13:00:00+0000,2026-08-28,23,0.0,23.4,30.6
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T00:00:00+1000,2026-08-28T14:00:00+0000,2026-08-29,0,0.0,23.7,31.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T01:00:00+1000,2026-08-28T15:00:00+0000,2026-08-29,1,0.0,23.3,30.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T02:00:00+1000,2026-08-28T16:00:00+0000,2026-08-29,2,0.0,21.3,27.4
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T03:00:00+1000,2026-08-28T17:00:00+0000,2026-08-29,3,0.0,17.9,23.1
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T04:00:00+1000,2026-08-28T18:00:00+0000,2026-08-29,4,0.0,14.8,19.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T05:00:00+1000,2026-08-28T19:00:00+0000,2026-08-29,5,0.0,12.3,16.1
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T06:00:00+1000,2026-08-28T20:00:00+0000,2026-08-29,6,0.0,11.1,14.4
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T07:00:00+1000,2026-08-28T21:00:00+0000,2026-08-29,7,0.05,12.4,15.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T08:00:00+1000,2026-08-28T22:00:00+0000,2026-08-29,8,0.25,14.0,16.9
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T09:00:00+1000,2026-08-28T23:00:00+0000,2026-08-29,9,0.7,12.3,16.1
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T10:00:00+1000,2026-08-29T00:00:00+0000,2026-08-29,10,1.25,12.3,17.6
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T11:00:00+1000,2026-08-29T01:00:00+0000,2026-08-29,11,1.5,11.9,17.9
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T12:00:00+1000,2026-08-29T02:00:00+0000,2026-08-29,12,1.55,12.0,18.6
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T13:00:00+1000,2026-08-29T03:00:00+0000,2026-08-29,13,1.6,11.8,18.5
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T14:00:00+1000,2026-08-29T04:00:00+0000,2026-08-29,14,1.2,11.8,18.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T15:00:00+1000,2026-08-29T05:00:00+0000,2026-08-29,15,0.7,12.8,20.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T16:00:00+1000,2026-08-29T06:00:00+0000,2026-08-29,16,0.3,14.8,23.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T17:00:00+1000,2026-08-29T07:00:00+0000,2026-08-29,17,0.1,16.6,26.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T18:00:00+1000,2026-08-29T08:00:00+0000,2026-08-29,18,0.0,16.3,24.9
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T19:00:00+1000,2026-08-29T09:00:00+0000,2026-08-29,19,0.0,15.7,22.8
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T20:00:00+1000,2026-08-29T10:00:00+0000,2026-08-29,20,0.0,16.1,23.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T21:00:00+1000,2026-08-29T11:00:00+0000,2026-08-29,21,0.0,16.3,23.1
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T22:00:00+1000,2026-08-29T12:00:00+0000,2026-08-29,22,0.0,15.3,21.4
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-29T23:00:00+1000,2026-08-29T13:00:00+0000,2026-08-29,23,0.0,14.3,20.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T00:00:00+1000,2026-08-29T14:00:00+0000,2026-08-30,0,0.0,12.9,18.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T01:00:00+1000,2026-08-29T15:00:00+0000,2026-08-30,1,0.0,11.4,16.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T02:00:00+1000,2026-08-29T16:00:00+0000,2026-08-30,2,0.0,10.5,15.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T03:00:00+1000,2026-08-29T17:00:00+0000,2026-08-30,3,0.0,9.8,14.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T04:00:00+1000,2026-08-29T18:00:00+0000,2026-08-30,4,0.0,9.3,13.6
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T05:00:00+1000,2026-08-29T19:00:00+0000,2026-08-30,5,0.0,9.0,13.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T06:00:00+1000,2026-08-29T20:00:00+0000,2026-08-30,6,0.0,9.3,13.6
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T07:00:00+1000,2026-08-29T21:00:00+0000,2026-08-30,7,0.0,10.9,15.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T08:00:00+1000,2026-08-29T22:00:00+0000,2026-08-30,8,0.2,12.5,17.0
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T09:00:00+1000,2026-08-29T23:00:00+0000,2026-08-30,9,0.55,12.6,17.5
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T10:00:00+1000,2026-08-30T00:00:00+0000,2026-08-30,10,1.15,12.1,17.4
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T11:00:00+1000,2026-08-30T01:00:00+0000,2026-08-30,11,1.8,12.1,18.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T12:00:00+1000,2026-08-30T02:00:00+0000,2026-08-30,12,2.35,11.8,18.1
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T13:00:00+1000,2026-08-30T03:00:00+0000,2026-08-30,13,2.55,11.8,18.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T14:00:00+1000,2026-08-30T04:00:00+0000,2026-08-30,14,2.25,10.2,15.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T15:00:00+1000,2026-08-30T05:00:00+0000,2026-08-30,15,1.35,10.0,15.2
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T16:00:00+1000,2026-08-30T06:00:00+0000,2026-08-30,16,0.55,10.0,15.1
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T17:00:00+1000,2026-08-30T07:00:00+0000,2026-08-30,17,0.1,10.0,15.3
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T18:00:00+1000,2026-08-30T08:00:00+0000,2026-08-30,18,0.0,11.4,16.5
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T19:00:00+1000,2026-08-30T09:00:00+0000,2026-08-30,19,0.0,11.4,15.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T20:00:00+1000,2026-08-30T10:00:00+0000,2026-08-30,20,0.0,11.5,15.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T21:00:00+1000,2026-08-30T11:00:00+0000,2026-08-30,21,0.0,12.4,16.7
frankston,-38.1499,145.122,-38.1,145.1,19.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-30T22:00:00+1000,2026-08-30T12:00:00+0000,2026-08-30,22,0.0,13.6,18.2
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T00:00:00+1000,2026-08-25T14:00:00+0000,2026-08-26,0,0.0,9.8,10.5
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T01:00:00+1000,2026-08-25T15:00:00+0000,2026-08-26,1,0.0,5.2,6.0
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T02:00:00+1000,2026-08-25T16:00:00+0000,2026-08-26,2,0.0,3.7,4.9
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T03:00:00+1000,2026-08-25T17:00:00+0000,2026-08-26,3,0.0,3.8,5.1
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T04:00:00+1000,2026-08-25T18:00:00+0000,2026-08-26,4,0.0,4.2,5.8
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T05:00:00+1000,2026-08-25T19:00:00+0000,2026-08-26,5,0.0,4.8,6.6
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T06:00:00+1000,2026-08-25T20:00:00+0000,2026-08-26,6,0.0,5.3,7.2
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T07:00:00+1000,2026-08-25T21:00:00+0000,2026-08-26,7,0.0,6.2,8.3
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T08:00:00+1000,2026-08-25T22:00:00+0000,2026-08-26,8,0.2,6.7,9.1
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T09:00:00+1000,2026-08-25T23:00:00+0000,2026-08-26,9,0.7,6.1,8.6
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T10:00:00+1000,2026-08-26T00:00:00+0000,2026-08-26,10,1.75,8.3,12.2
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T11:00:00+1000,2026-08-26T01:00:00+0000,2026-08-26,11,2.5,7.3,10.9
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T12:00:00+1000,2026-08-26T02:00:00+0000,2026-08-26,12,2.55,7.3,11.0
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T13:00:00+1000,2026-08-26T03:00:00+0000,2026-08-26,13,2.45,7.2,10.9
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T14:00:00+1000,2026-08-26T04:00:00+0000,2026-08-26,14,1.7,7.5,11.2
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T15:00:00+1000,2026-08-26T05:00:00+0000,2026-08-26,15,1.1,7.2,10.9
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T16:00:00+1000,2026-08-26T06:00:00+0000,2026-08-26,16,0.5,7.5,11.1
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T17:00:00+1000,2026-08-26T07:00:00+0000,2026-08-26,17,0.1,8.0,11.6
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T18:00:00+1000,2026-08-26T08:00:00+0000,2026-08-26,18,0.0,9.9,13.6
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T19:00:00+1000,2026-08-26T09:00:00+0000,2026-08-26,19,0.0,12.1,15.9
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T20:00:00+1000,2026-08-26T10:00:00+0000,2026-08-26,20,0.0,12.9,16.4
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T21:00:00+1000,2026-08-26T11:00:00+0000,2026-08-26,21,0.0,11.8,14.5
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T22:00:00+1000,2026-08-26T12:00:00+0000,2026-08-26,22,0.0,11.8,14.3
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-26T23:00:00+1000,2026-08-26T13:00:00+0000,2026-08-26,23,0.0,11.8,14.4
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T00:00:00+1000,2026-08-26T14:00:00+0000,2026-08-27,0,0.0,11.6,14.2
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T01:00:00+1000,2026-08-26T15:00:00+0000,2026-08-27,1,0.0,11.1,13.9
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T02:00:00+1000,2026-08-26T16:00:00+0000,2026-08-27,2,0.0,10.8,13.7
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T03:00:00+1000,2026-08-26T17:00:00+0000,2026-08-27,3,0.0,10.6,13.6
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T04:00:00+1000,2026-08-26T18:00:00+0000,2026-08-27,4,0.0,10.5,13.9
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T05:00:00+1000,2026-08-26T19:00:00+0000,2026-08-27,5,0.0,10.8,14.2
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T06:00:00+1000,2026-08-26T20:00:00+0000,2026-08-27,6,0.0,11.4,14.8
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T07:00:00+1000,2026-08-26T21:00:00+0000,2026-08-27,7,0.05,16.4,19.8
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T08:00:00+1000,2026-08-26T22:00:00+0000,2026-08-27,8,0.35,21.0,23.2
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T09:00:00+1000,2026-08-26T23:00:00+0000,2026-08-27,9,1.15,13.6,17.1
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T10:00:00+1000,2026-08-27T00:00:00+0000,2026-08-27,10,2.3,10.4,14.6
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T11:00:00+1000,2026-08-27T01:00:00+0000,2026-08-27,11,3.4,10.0,14.0
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T12:00:00+1000,2026-08-27T02:00:00+0000,2026-08-27,12,3.95,9.8,13.8
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T13:00:00+1000,2026-08-27T03:00:00+0000,2026-08-27,13,3.65,10.0,14.1
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T14:00:00+1000,2026-08-27T04:00:00+0000,2026-08-27,14,2.8,10.3,14.3
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T15:00:00+1000,2026-08-27T05:00:00+0000,2026-08-27,15,1.65,10.5,14.5
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T16:00:00+1000,2026-08-27T06:00:00+0000,2026-08-27,16,0.65,10.0,13.8
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T17:00:00+1000,2026-08-27T07:00:00+0000,2026-08-27,17,0.15,11.9,15.4
lilydale,-37.757,145.355,-37.8,145.4,111.0,Australia/Sydney,air_quality_2026-08-26.json,2026-08-27T18:00:00+1000,2026-08-27T08:00:00+0000,2026-08-27,18,0.0,17.1,20.5
