site_name,display_name,lga_code,requested_latitude,requested_longitude,grid_latitude,grid_longitude,grid_elevation_m,source_timezone,source_file,timestamp_local,timestamp_utc,date_local,hour_local,temperature_2m,apparent_temperature,precipitation_probability,weather_code,wind_speed_10m,wind_gusts_10m,weather_description
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T00:00:00+1000,2026-08-25T14:00:00+0000,2026-08-26,0,11.0,9.1,74,51,13.9,26.6,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T01:00:00+1000,2026-08-25T15:00:00+0000,2026-08-26,1,10.7,8.6,100,51,14.7,28.4,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T02:00:00+1000,2026-08-25T16:00:00+0000,2026-08-26,2,10.5,8.7,89,51,12.3,28.1,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T03:00:00+1000,2026-08-25T17:00:00+0000,2026-08-26,3,10.5,8.7,62,51,12.6,24.1,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T04:00:00+1000,2026-08-25T18:00:00+0000,2026-08-26,4,10.0,8.1,37,2,11.5,23.8,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T05:00:00+1000,2026-08-25T19:00:00+0000,2026-08-26,5,9.2,7.4,22,3,9.1,21.6,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T06:00:00+1000,2026-08-25T20:00:00+0000,2026-08-26,6,8.5,6.7,10,1,8.8,16.6,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T07:00:00+1000,2026-08-25T21:00:00+0000,2026-08-26,7,7.9,6.0,2,1,8.0,15.8,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T08:00:00+1000,2026-08-25T22:00:00+0000,2026-08-26,8,8.8,6.8,0,2,9.7,19.4,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T09:00:00+1000,2026-08-25T23:00:00+0000,2026-08-26,9,10.1,8.5,0,51,8.2,20.9,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T10:00:00+1000,2026-08-26T00:00:00+0000,2026-08-26,10,12.2,10.2,0,1,11.6,25.2,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T11:00:00+1000,2026-08-26T01:00:00+0000,2026-08-26,11,13.3,10.4,3,51,15.5,36.0,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T12:00:00+1000,2026-08-26T02:00:00+0000,2026-08-26,12,13.8,10.7,6,51,15.2,36.4,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T13:00:00+1000,2026-08-26T03:00:00+0000,2026-08-26,13,13.9,10.7,8,51,16.6,38.5,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T14:00:00+1000,2026-08-26T04:00:00+0000,2026-08-26,14,14.1,11.0,6,1,15.4,38.5,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T15:00:00+1000,2026-08-26T05:00:00+0000,2026-08-26,15,13.6,10.8,3,0,14.7,36.0,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T16:00:00+1000,2026-08-26T06:00:00+0000,2026-08-26,16,13.0,10.3,0,0,13.2,33.8,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T17:00:00+1000,2026-08-26T07:00:00+0000,2026-08-26,17,12.3,9.9,0,2,11.2,29.9,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T18:00:00+1000,2026-08-26T08:00:00+0000,2026-08-26,18,10.8,8.9,0,1,8.2,23.4,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T19:00:00+1000,2026-08-26T09:00:00+0000,2026-08-26,19,10.0,8.2,0,2,7.5,15.8,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T20:00:00+1000,2026-08-26T10:00:00+0000,2026-08-26,20,9.5,7.8,0,3,6.7,14.0,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T21:00:00+1000,2026-08-26T11:00:00+0000,2026-08-26,21,9.3,7.8,0,3,5.3,12.6,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T22:00:00+1000,2026-08-26T12:00:00+0000,2026-08-26,22,9.0,7.7,0,2,4.2,9.7,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-26T23:00:00+1000,2026-08-26T13:00:00+0000,2026-08-26,23,8.6,7.4,0,2,3.4,7.6,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T00:00:00+1000,2026-08-26T14:00:00+0000,2026-08-27,0,8.1,7.0,0,3,2.3,6.1,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T01:00:00+1000,2026-08-26T15:00:00+0000,2026-08-27,1,7.9,6.9,0,2,1.3,4.7,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T02:00:00+1000,2026-08-26T16:00:00+0000,2026-08-27,2,7.4,6.1,0,1,2.8,5.4,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T03:00:00+1000,2026-08-26T17:00:00+0000,2026-08-27,3,6.8,5.5,0,1,2.2,5.4,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T04:00:00+1000,2026-08-26T18:00:00+0000,2026-08-27,4,6.3,4.8,0,1,2.9,4.3,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T05:00:00+1000,2026-08-26T19:00:00+0000,2026-08-27,5,6.0,4.4,0,0,2.4,5.4,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T06:00:00+1000,2026-08-26T20:00:00+0000,2026-08-27,6,5.4,3.8,0,0,2.0,3.6,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T07:00:00+1000,2026-08-26T21:00:00+0000,2026-08-27,7,4.8,3.1,0,0,1.9,3.6,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T08:00:00+1000,2026-08-26T22:00:00+0000,2026-08-27,8,6.7,5.1,0,0,3.2,8.3,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T09:00:00+1000,2026-08-26T23:00:00+0000,2026-08-27,9,9.6,8.3,0,1,1.9,9.7,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T10:00:00+1000,2026-08-27T00:00:00+0000,2026-08-27,10,11.5,10.2,0,2,2.8,12.6,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T11:00:00+1000,2026-08-27T01:00:00+0000,2026-08-27,11,12.8,11.6,0,3,2.6,13.3,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T12:00:00+1000,2026-08-27T02:00:00+0000,2026-08-27,12,13.4,11.8,0,3,3.6,14.4,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T13:00:00+1000,2026-08-27T03:00:00+0000,2026-08-27,13,14.1,13.2,0,2,3.9,15.8,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T14:00:00+1000,2026-08-27T04:00:00+0000,2026-08-27,14,14.7,13.6,0,0,5.3,17.6,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T15:00:00+1000,2026-08-27T05:00:00+0000,2026-08-27,15,15.2,13.3,0,1,7.2,19.8,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T16:00:00+1000,2026-08-27T06:00:00+0000,2026-08-27,16,15.0,13.4,0,1,5.2,19.8,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T17:00:00+1000,2026-08-27T07:00:00+0000,2026-08-27,17,13.8,12.2,0,2,6.5,14.4,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T18:00:00+1000,2026-08-27T08:00:00+0000,2026-08-27,18,12.0,11.0,0,3,4.3,14.8,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T19:00:00+1000,2026-08-27T09:00:00+0000,2026-08-27,19,11.7,11.1,0,3,1.9,8.3,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T20:00:00+1000,2026-08-27T10:00:00+0000,2026-08-27,20,11.8,11.2,0,3,2.2,3.2,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T21:00:00+1000,2026-08-27T11:00:00+0000,2026-08-27,21,11.4,10.4,0,3,3.5,6.5,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T22:00:00+1000,2026-08-27T12:00:00+0000,2026-08-27,22,10.4,9.6,0,3,2.3,7.2,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-27T23:00:00+1000,2026-08-27T13:00:00+0000,2026-08-27,23,9.6,8.6,0,3,2.9,5.0,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T00:00:00+1000,2026-08-27T14:00:00+0000,2026-08-28,0,9.7,8.3,0,3,6.3,11.5,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T01:00:00+1000,2026-08-27T15:00:00+0000,2026-08-28,1,8.5,6.6,0,0,7.9,14.8,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T02:00:00+1000,2026-08-27T16:00:00+0000,2026-08-28,2,7.6,5.3,0,2,8.7,16.2,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T03:00:00+1000,2026-08-27T17:00:00+0000,2026-08-28,3,7.4,5.1,0,3,7.6,16.2,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T04:00:00+1000,2026-08-27T18:00:00+0000,2026-08-28,4,7.4,4.9,0,3,8.8,16.2,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T05:00:00+1000,2026-08-27T19:00:00+0000,2026-08-28,5,7.5,5.0,0,1,8.4,16.2,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T06:00:00+1000,2026-08-27T20:00:00+0000,2026-08-28,6,7.3,4.7,0,0,8.7,15.8,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T07:00:00+1000,2026-08-27T21:00:00+0000,2026-08-28,7,7.3,4.6,0,0,9.5,17.6,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T08:00:00+1000,2026-08-27T22:00:00+0000,2026-08-28,8,8.9,6.3,2,0,9.9,18.7,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T09:00:00+1000,2026-08-27T23:00:00+0000,2026-08-28,9,11.5,9.6,4,0,7.3,18.0,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T10:00:00+1000,2026-08-28T00:00:00+0000,2026-08-28,10,13.6,11.7,8,1,6.2,19.4,mainly_clear
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T11:00:00+1000,2026-08-28T01:00:00+0000,2026-08-28,11,14.9,13.4,12,3,5.1,18.0,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T12:00:00+1000,2026-08-28T02:00:00+0000,2026-08-28,12,14.6,13.4,18,3,4.0,17.3,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T13:00:00+1000,2026-08-28T03:00:00+0000,2026-08-28,13,14.7,13.6,24,3,3.8,12.2,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T14:00:00+1000,2026-08-28T04:00:00+0000,2026-08-28,14,14.7,14.2,35,3,0.3,11.2,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T15:00:00+1000,2026-08-28T05:00:00+0000,2026-08-28,15,14.2,13.3,46,51,4.1,10.8,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T16:00:00+1000,2026-08-28T06:00:00+0000,2026-08-28,16,13.1,12.9,51,53,3.4,11.9,moderate_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T17:00:00+1000,2026-08-28T07:00:00+0000,2026-08-28,17,12.8,12.9,43,51,2.1,9.0,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T18:00:00+1000,2026-08-28T08:00:00+0000,2026-08-28,18,12.5,12.8,27,3,1.4,6.1,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T19:00:00+1000,2026-08-28T09:00:00+0000,2026-08-28,19,12.2,12.0,14,3,4.2,7.2,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T20:00:00+1000,2026-08-28T10:00:00+0000,2026-08-28,20,11.9,11.6,7,2,4.6,8.6,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T21:00:00+1000,2026-08-28T11:00:00+0000,2026-08-28,21,10.8,10.2,3,0,4.2,8.3,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T22:00:00+1000,2026-08-28T12:00:00+0000,2026-08-28,22,10.1,9.4,0,0,4.1,7.6,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-28T23:00:00+1000,2026-08-28T13:00:00+0000,2026-08-28,23,9.6,8.8,0,3,4.3,7.6,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T00:00:00+1000,2026-08-28T14:00:00+0000,2026-08-29,0,9.5,9.0,1,3,2.2,6.8,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T01:00:00+1000,2026-08-28T15:00:00+0000,2026-08-29,1,10.1,9.7,2,3,2.6,4.7,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T02:00:00+1000,2026-08-28T16:00:00+0000,2026-08-29,2,10.0,9.4,3,3,4.3,7.9,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T03:00:00+1000,2026-08-28T17:00:00+0000,2026-08-29,3,10.0,9.2,4,3,5.3,9.4,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T04:00:00+1000,2026-08-28T18:00:00+0000,2026-08-29,4,9.9,8.8,4,3,6.9,13.0,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T05:00:00+1000,2026-08-28T19:00:00+0000,2026-08-29,5,9.6,8.4,3,3,7.3,13.7,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T06:00:00+1000,2026-08-28T20:00:00+0000,2026-08-29,6,9.1,7.8,1,3,6.7,14.8,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T07:00:00+1000,2026-08-28T21:00:00+0000,2026-08-29,7,8.5,7.5,0,3,3.8,12.6,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T08:00:00+1000,2026-08-28T22:00:00+0000,2026-08-29,8,8.7,7.7,0,2,4.0,10.8,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T09:00:00+1000,2026-08-28T23:00:00+0000,2026-08-29,9,9.8,8.5,1,2,5.3,15.8,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T10:00:00+1000,2026-08-29T00:00:00+0000,2026-08-29,10,11.3,9.6,2,2,7.8,21.2,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T11:00:00+1000,2026-08-29T01:00:00+0000,2026-08-29,11,12.2,10.0,2,3,8.9,23.8,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T12:00:00+1000,2026-08-29T02:00:00+0000,2026-08-29,12,12.7,10.3,1,3,9.5,24.8,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T13:00:00+1000,2026-08-29T03:00:00+0000,2026-08-29,13,13.2,10.9,0,3,9.5,25.2,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T14:00:00+1000,2026-08-29T04:00:00+0000,2026-08-29,14,13.4,10.7,0,2,12.3,30.2,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T15:00:00+1000,2026-08-29T05:00:00+0000,2026-08-29,15,12.7,9.7,0,3,14.4,33.8,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T16:00:00+1000,2026-08-29T06:00:00+0000,2026-08-29,16,12.1,9.4,0,3,12.5,33.8,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T17:00:00+1000,2026-08-29T07:00:00+0000,2026-08-29,17,11.6,9.6,0,3,8.6,27.7,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T18:00:00+1000,2026-08-29T08:00:00+0000,2026-08-29,18,10.8,10.0,0,0,2.0,18.0,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T19:00:00+1000,2026-08-29T09:00:00+0000,2026-08-29,19,9.4,8.2,0,0,3.1,4.3,clear_sky
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T20:00:00+1000,2026-08-29T10:00:00+0000,2026-08-29,20,9.0,7.9,1,3,2.3,6.1,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T21:00:00+1000,2026-08-29T11:00:00+0000,2026-08-29,21,9.7,8.6,1,3,3.1,5.0,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T22:00:00+1000,2026-08-29T12:00:00+0000,2026-08-29,22,10.2,9.0,2,3,4.5,7.6,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-29T23:00:00+1000,2026-08-29T13:00:00+0000,2026-08-29,23,10.2,9.1,2,51,5.0,9.4,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T00:00:00+1000,2026-08-29T14:00:00+0000,2026-08-30,0,9.9,8.8,2,51,5.5,10.1,light_drizzle
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T01:00:00+1000,2026-08-29T15:00:00+0000,2026-08-30,1,9.5,8.2,2,2,6.3,11.5,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T02:00:00+1000,2026-08-29T16:00:00+0000,2026-08-30,2,8.7,7.3,2,2,5.9,11.5,partly_cloudy
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T03:00:00+1000,2026-08-29T17:00:00+0000,2026-08-30,3,8.3,6.8,2,3,5.5,10.8,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T04:00:00+1000,2026-08-29T18:00:00+0000,2026-08-30,4,8.2,6.8,2,3,4.8,10.4,overcast
banyule,Banyule,20660,-37.7338437047388,145.08683445465346,-37.71529,145.10695,69.0,Australia/Sydney,weather_forecast_2026-08-26.json,2026-08-30T05:00:00+1000,2026-08-29T19:00:00+0000,2026-08-30,5,8.0,6.6,1,3,4.1,9.7,overcast
